DateTime,IsoWeekday,A,B,C,G,H,P,U
2019-01-27 07:30:01.370760,7,1773,2583,1892,1474,1490,313,819
2019-01-27 07:45:00.825184,7,1769,2570,1886,1475,1484,314,821
2019-01-27 08:00:00.781323,7,1759,2561,1883,1462,1480,314,822
2019-01-27 08:15:00.815584,7,1750,2551,1877,1448,1470,312,820
2019-01-27 08:30:01.584186,7,1730,2528,1864,1434,1455,310,815
2019-01-27 08:45:00.837235,7,1705,2493,1830,1412,1442,310,812
2019-01-27 09:00:01.058997,7,1666,2457,1781,1386,1421,310,809
2019-01-27 09:15:03.827539,7,1606,2397,1704,1359,1394,309,800
2019-01-27 09:30:01.237160,7,1487,2303,1528,1316,1347,302,779
2019-01-27 09:45:00.802406,7,1400,2217,1443,1268,1278,298,768
2019-01-27 10:00:01.649169,7,1131,1953,947,1183,1174,284,737
2019-01-27 10:15:00.808464,7,910,1698,598,1122,1083,257,705
2019-01-27 10:30:01.389569,7,677,1400,280,1050,990,225,641
2019-01-27 10:45:00.798860,7,428,1131,91,990,905,192,584
2019-01-27 11:00:01.333094,7,189,855,FULL,891,814,155,536
2019-01-27 11:15:01.148638,7,57,598,FULL,783,730,125,489
2019-01-27 11:30:01.198523,7,20,361,FULL,661,638,105,430
2019-01-27 11:45:00.842160,7,FULL,141,FULL,550,546,68,381
2019-01-27 12:00:01.501420,7,FULL,FULL,FULL,442,438,52,335
2019-01-27 12:15:00.832561,7,FULL,FULL,FULL,339,337,28,296
2019-01-27 12:30:01.491823,7,FULL,FULL,FULL,253,253,15,247
2019-01-27 12:45:00.807333,7,FULL,FULL,11,190,188,4,215
2019-01-27 13:00:00.888470,7,12,FULL,FULL,125,124,6,192
2019-01-27 13:15:00.813388,7,FULL,FULL,10,86,85,11,179
2019-01-27 13:30:01.441369,7,9,FULL,14,51,47,7,159
2019-01-27 13:45:00.803790,7,FULL,FULL,FULL,FULL,FULL,8,155
2019-01-27 14:00:00.900553,7,FULL,FULL,FULL,FULL,FULL,14,144
2019-01-27 14:15:03.872216,7,FULL,33,FULL,FULL,FULL,13,143
2019-01-27 14:30:01.453417,7,FULL,FULL,FULL,FULL,FULL,8,131
2019-01-27 14:45:00.862661,7,FULL,FULL,FULL,FULL,FULL,9,129
2019-01-27 15:00:01.584477,7,18,23,FULL,11,10,13,128
2019-01-27 15:15:00.837485,7,FULL,21,FULL,FULL,FULL,19,130
2019-01-27 15:30:01.277997,7,FULL,FULL,FULL,FULL,FULL,16,137
2019-01-27 15:45:00.921634,7,FULL,27,FULL,FULL,FULL,12,131
2019-01-27 16:00:01.643397,7,12,32,FULL,FULL,FULL,16,130
2019-01-27 16:15:00.833940,7,11,FULL,FULL,8,FULL,23,137
2019-01-27 16:30:01.524422,7,FULL,23,FULL,22,19,19,132
2019-01-27 16:45:00.933713,7,11,29,FULL,45,42,24,141
2019-01-27 17:00:01.452321,7,FULL,22,12,54,50,21,145
2019-01-27 17:15:00.877238,7,12,35,FULL,46,48,17,166
2019-01-27 17:30:01.411502,7,27,45,19,52,46,23,191
2019-01-27 17:45:00.820762,7,27,29,19,40,41,22,201
2019-01-27 18:00:01.854997,7,29,32,14,46,41,26,213
2019-01-27 18:15:00.857986,7,26,76,FULL,83,71,29,222
2019-01-27 18:30:01.439176,7,37,96,19,112,94,37,244
2019-01-27 18:45:00.801592,7,39,91,16,115,114,45,246
2019-01-27 19:00:01.367077,7,30,106,15,154,151,55,254
2019-01-27 19:15:00.854491,7,35,122,27,202,191,54,278
2019-01-27 19:30:01.388723,7,43,151,27,232,221,60,297
2019-01-27 19:45:00.844892,7,45,185,41,314,299,73,314
2019-01-27 20:00:01.238529,7,39,238,45,345,313,83,331
2019-01-27 20:15:00.819663,7,94,337,63,365,327,83,344
2019-01-27 20:30:01.197678,7,129,483,117,381,346,88,370
2019-01-27 20:45:00.810063,7,206,627,172,428,386,112,397
2019-01-27 21:00:01.016203,7,301,821,291,480,430,129,438
2019-01-27 21:15:00.831745,7,431,1050,433,561,503,150,494
2019-01-27 21:30:01.584726,7,617,1297,630,644,601,172,539
2019-01-27 21:45:00.806518,7,811,1553,861,753,724,199,604
2019-01-27 22:00:01.465751,7,1032,1821,1097,875,886,225,650
2019-01-27 22:15:00.812521,7,1090,1901,1192,921,926,232,664
2019-01-27 22:30:01.440526,7,1474,2158,1617,1110,1139,272,743
2019-01-27 22:45:00.818566,7,1573,2262,1706,1187,1215,283,768
2019-01-27 23:00:01.479622,7,1608,2331,1761,1215,1246,291,782
2019-01-27 23:15:00.808965,7,1645,2389,1799,1259,1301,292,798
2019-01-27 23:30:01.343232,7,1671,2536,1818,1280,1314,295,800
2019-01-27 23:45:00.971229,7,1698,2561,1847,1318,1357,302,801
2019-01-28 00:00:01.422764,1,1718,2576,1860,1338,1376,304,803
2019-01-28 00:15:00.789799,1,1729,2585,1874,1343,1386,305,803
2019-01-28 00:30:00.808434,1,1734,2589,1885,1362,1403,306,814
2019-01-28 00:45:00.952070,1,758,2600,878,1385,1424,307,817
2019-01-28 01:00:00.767552,1,763,2607,880,1394,1435,308,818
2019-01-28 01:15:00.801844,1,764,2609,882,1400,1441,308,813
2019-01-28 01:30:01.195484,1,767,2612,885,1429,1461,308,816
2019-01-28 01:45:00.839118,1,772,2614,889,1441,1472,308,818
2019-01-28 02:00:01.529631,1,776,2615,892,1460,1486,309,823
2019-01-28 02:15:00.813895,1,788,2618,895,1476,1499,309,822
2019-01-28 02:30:01.348156,1,788,2620,896,1479,1502,308,822
2019-01-28 02:45:00.819948,1,790,2621,896,1481,1503,309,821
2019-01-28 03:00:00.791711,1,791,2621,896,1484,1507,309,816
2019-01-28 03:15:00.810349,1,790,2623,897,1485,1507,310,816
2019-01-28 03:30:01.407078,1,793,2621,897,1482,1505,310,822
2019-01-28 03:45:00.956998,1,795,2622,897,1482,1506,309,824
2019-01-28 04:00:00.788136,1,797,2622,897,1487,1509,310,816
2019-01-28 04:15:08.056553,1,799,2621,897,1487,1509,310,824
2019-01-28 04:30:01.356660,1,799,2621,898,1485,1508,309,822
2019-01-28 04:45:00.812796,1,799,2622,898,1486,1509,310,824
2019-01-28 05:00:00.925182,1,799,2621,898,1482,1508,309,824
2019-01-28 05:15:00.771975,1,799,2622,898,1485,1509,310,824
2019-01-28 05:30:01.431170,1,799,2617,898,1486,1509,310,826
2019-01-28 05:45:00.824874,1,799,2615,898,1486,1509,310,826
2019-01-28 06:00:01.140357,1,799,2605,899,1478,1503,310,824
2019-01-28 06:15:00.784024,1,798,2595,901,1476,1499,310,812
2019-01-28 06:30:00.802664,1,793,2578,899,1473,1492,308,800
2019-01-28 06:45:00.821298,1,790,2569,892,1471,1493,309,806
2019-01-28 07:00:00.808685,1,770,2485,866,1442,1458,310,774
2019-01-28 07:15:00.842950,1,760,2437,852,1423,1446,310,761
2019-01-28 07:30:01.345961,1,747,2398,824,1397,1410,308,732
2019-01-28 07:45:00.817724,1,716,2327,794,1220,1289,306,627
2019-01-28 08:00:01.586359,1,688,2262,766,1191,1242,305,604
2019-01-28 08:15:00.839408,1,650,2166,722,1148,1187,306,557
2019-01-28 08:30:01.358009,1,604,2046,678,1085,1125,304,551
2019-01-28 08:45:00.814178,1,1174,1907,1303,1033,1058,301,545
2019-01-28 09:00:00.817190,1,1013,1727,1157,971,974,300,505
2019-01-28 09:15:01.585795,1,840,1513,955,887,883,297,469
2019-01-28 09:30:01.448185,1,652,1328,751,781,772,296,429
2019-01-28 09:45:00.826226,1,497,1104,544,649,645,290,384
2019-01-28 10:00:04.407268,1,366,905,354,516,514,291,348
2019-01-28 10:15:00.832250,1,236,740,203,404,402,280,300
2019-01-28 10:30:01.194639,1,145,604,100,322,320,261,268
2019-01-28 10:45:00.807055,1,80,454,8,242,237,246,234
2019-01-28 11:00:01.247537,1,26,348,FULL,181,177,228,207
2019-01-28 11:15:03.828610,1,FULL,210,11,129,125,209,180
2019-01-28 11:30:01.191062,1,FULL,112,FULL,75,76,191,167
2019-01-28 11:45:06.865790,1,FULL,22,FULL,41,38,180,157
2019-01-28 12:00:01.447084,1,12,FULL,11,9,FULL,149,152
2019-01-28 12:15:00.840711,1,FULL,FULL,FULL,FULL,FULL,131,142
2019-01-28 12:30:01.437517,1,FULL,FULL,FULL,FULL,FULL,106,123
2019-01-28 12:45:00.815528,1,14,FULL,21,FULL,FULL,FULL,121
2019-01-28 13:00:00.849788,1,FULL,FULL,9,FULL,FULL,80,100
2019-01-28 13:15:00.837176,1,FULL,FULL,FULL,FULL,FULL,64,88
2019-01-28 13:30:01.355815,1,FULL,FULL,FULL,FULL,FULL,43,81
2019-01-28 13:45:00.819524,1,FULL,FULL,10,FULL,FULL,22,80
2019-01-28 14:00:01.205577,1,FULL,FULL,FULL,FULL,FULL,22,82
2019-01-28 14:15:00.989883,1,19,FULL,FULL,FULL,FULL,19,81
2019-01-28 14:30:01.430356,1,15,21,16,FULL,FULL,12,81
2019-01-28 14:45:00.824031,1,12,40,FULL,FULL,FULL,16,79
2019-01-28 15:00:01.202042,1,11,32,12,FULL,FULL,20,75
2019-01-28 15:15:00.845679,1,19,25,16,FULL,FULL,22,78
2019-01-28 15:30:01.333069,1,FULL,46,8,FULL,FULL,17,77
2019-01-28 15:45:00.789203,1,FULL,61,12,8,FULL,25,73
2019-01-28 16:00:01.432840,1,14,71,12,FULL,FULL,37,72
2019-01-28 16:15:00.810885,1,20,75,21,FULL,FULL,42,75
2019-01-28 16:30:01.204492,1,20,103,21,15,16,68,89
2019-01-28 16:45:00.848159,1,54,152,53,53,25,83,144
2019-01-28 17:00:01.398013,1,67,220,59,59,36,95,153
2019-01-28 17:15:00.791685,1,76,251,66,93,61,108,164
2019-01-28 17:30:01.325905,1,76,251,66,93,61,108,164
2019-01-28 17:45:00.797707,1,76,251,66,93,61,108,164
2019-01-28 18:00:01.472595,1,76,251,66,93,61,108,164
2019-01-28 18:15:00.803732,1,76,251,66,93,61,108,164
2019-01-28 18:30:01.337993,1,479,556,169,290,235,165,260
2019-01-28 18:45:00.809754,1,565,588,154,337,272,161,265
2019-01-28 19:00:01.219018,1,643,562,135,379,297,159,284
2019-01-28 19:15:00.987658,1,629,532,139,427,340,152,298
2019-01-28 19:30:01.381291,1,602,507,147,473,389,147,317
2019-01-28 19:45:00.868710,1,579,462,143,493,399,144,321
2019-01-28 20:00:01.027973,1,560,441,176,518,422,145,345
2019-01-28 20:15:00.780956,1,551,476,230,554,477,144,350
2019-01-28 20:30:01.408966,1,585,572,284,591,525,145,393
2019-01-28 20:45:00.833886,1,619,683,381,620,569,156,420
2019-01-28 21:00:01.430622,1,694,857,479,663,611,161,447
2019-01-28 21:15:00.793032,1,789,1047,656,732,690,182,489
2019-01-28 21:30:01.421046,1,892,1267,810,799,764,200,516
2019-01-28 21:45:00.799065,1,1051,1526,1019,876,857,220,573
2019-01-28 22:00:01.536448,1,1250,1807,1241,993,992,246,621
2019-01-28 22:15:00.961363,1,1460,2085,1480,1129,1127,262,656
2019-01-28 22:30:01.542469,1,1559,2249,1645,1214,1209,274,695
2019-01-28 22:45:00.936140,1,1616,2340,1721,1246,1252,285,697
2019-01-28 23:00:01.564118,1,1651,2395,1755,1266,1279,288,739
2019-01-28 23:15:00.817162,1,1669,2437,1788,1285,1309,293,754
2019-01-28 23:30:01.351424,1,1678,2482,1814,1311,1335,300,775
2019-01-28 23:45:00.807560,1,1688,2522,1835,1333,1362,305,796
2019-01-29 00:00:01.451198,2,1706,2556,1864,1360,1390,304,811
2019-01-29 00:15:00.813589,2,1723,2568,1881,1389,1413,306,809
2019-01-29 00:30:01.441598,2,1730,2577,1887,1405,1426,305,804
2019-01-29 00:45:00.788392,2,753,2587,877,1422,1443,306,797
2019-01-29 01:00:01.338246,2,760,2594,881,1439,1459,309,799
2019-01-29 01:15:00.810041,2,762,2595,883,1449,1467,308,801
2019-01-29 01:30:01.328646,2,771,2602,887,1462,1477,309,803
2019-01-29 01:45:00.847314,2,777,2611,887,1470,1482,308,807
2019-01-29 02:00:00.850327,2,781,2614,890,1478,1487,309,805
2019-01-29 02:15:07.978119,2,790,2617,892,1488,1495,309,817
2019-01-29 02:30:00.825100,2,791,2622,893,1489,1498,309,827
2019-01-29 02:45:00.812487,2,793,2622,894,1490,1500,310,813
2019-01-29 03:00:01.206129,2,793,2621,894,1491,1500,311,824
2019-01-29 03:15:00.834168,2,793,2624,894,1495,1505,312,824
2019-01-29 03:30:01.509024,2,793,2626,895,1495,1503,313,827
2019-01-29 03:45:00.824567,2,791,2624,896,1493,1503,313,827
2019-01-29 04:00:00.796329,2,793,2624,896,1491,1503,313,828
2019-01-29 04:15:00.783681,2,792,2621,896,1492,1502,313,828
2019-01-29 04:30:01.349197,2,792,2623,896,1496,1504,312,829
2019-01-29 04:45:00.789740,2,792,2623,896,1494,1503,313,828
2019-01-29 05:00:01.433380,2,793,2623,896,1494,1503,312,830
2019-01-29 05:15:00.827031,2,793,2622,896,1492,1501,314,830
2019-01-29 05:30:01.408154,2,792,2618,897,1491,1502,313,830
2019-01-29 05:45:00.786165,2,792,2620,895,1488,1500,312,829
2019-01-29 06:00:01.445426,2,791,2613,893,1483,1495,313,827
2019-01-29 06:15:00.839095,2,792,2596,888,1480,1488,313,824
2019-01-29 06:30:01.326450,2,789,2575,882,1472,1478,312,816
2019-01-29 06:45:00.829495,2,781,2549,866,1470,1469,314,809
2019-01-29 07:00:01.410602,2,768,2467,839,1448,1442,313,783
2019-01-29 07:15:00.819893,2,755,2412,824,1420,1415,313,770
2019-01-29 07:30:00.807280,2,1664,2358,1762,1397,1388,311,748
2019-01-29 07:45:00.825925,2,1537,2280,1658,1231,1273,311,638
2019-01-29 08:00:01.219555,2,1470,2171,1608,1197,1231,310,624
2019-01-29 08:15:00.800692,2,1400,2064,1522,1161,1177,308,598
2019-01-29 08:30:00.975579,2,1300,1940,1429,1104,1105,305,573
2019-01-29 08:45:00.822386,2,1169,1767,1323,1045,1044,304,533
2019-01-29 09:00:01.231603,2,993,1592,1167,983,971,304,510
2019-01-29 09:15:00.812774,2,834,1395,975,898,886,306,472
2019-01-29 09:30:01.425129,2,668,1202,764,801,781,302,427
2019-01-29 09:45:00.818800,2,541,987,585,679,671,300,372
2019-01-29 10:00:00.837432,2,444,795,392,554,551,293,311
2019-01-29 10:15:00.824823,2,335,625,217,442,441,285,262
2019-01-29 10:30:01.437213,2,238,466,110,350,349,278,229
2019-01-29 10:45:00.830847,2,162,350,21,281,280,267,197
2019-01-29 11:00:04.427513,2,80,237,FULL,213,214,257,173
2019-01-29 11:15:00.836868,2,34,128,FULL,135,133,234,144
2019-01-29 11:30:01.402383,2,FULL,32,FULL,90,88,224,141
2019-01-29 11:45:01.233517,2,10,FULL,11,47,43,204,140
2019-01-29 12:00:04.205185,2,FULL,FULL,FULL,FULL,FULL,179,128
2019-01-29 12:15:00.833324,2,FULL,FULL,FULL,FULL,FULL,147,107
2019-01-29 12:30:01.195712,2,11,FULL,11,FULL,FULL,117,102
2019-01-29 12:45:00.854974,2,FULL,FULL,FULL,FULL,FULL,85,95
2019-01-29 13:00:00.842359,2,8,FULL,8,FULL,FULL,59,82
2019-01-29 13:15:00.829746,2,FULL,FULL,10,FULL,FULL,27,81
2019-01-29 13:30:01.395261,2,FULL,FULL,FULL,FULL,FULL,FULL,81
2019-01-29 13:45:00.835774,2,8,FULL,FULL,FULL,FULL,4,74
2019-01-29 14:00:01.541902,2,FULL,FULL,14,FULL,FULL,FULL,72
2019-01-29 14:15:00.810578,2,11,FULL,FULL,FULL,FULL,8,73
2019-01-29 14:30:01.485434,2,13,FULL,FULL,FULL,FULL,15,66
2019-01-29 14:45:00.800975,2,FULL,FULL,17,FULL,FULL,32,72
2019-01-29 15:00:00.788363,2,FULL,FULL,FULL,FULL,FULL,14,71
2019-01-29 15:15:00.822628,2,16,FULL,10,FULL,FULL,17,67
2019-01-29 15:30:01.388106,2,FULL,FULL,16,FULL,FULL,13,73
2019-01-29 15:45:00.844274,2,FULL,27,21,FULL,FULL,12,77
2019-01-29 16:00:01.222289,2,12,27,16,16,13,18,75
2019-01-29 16:15:00.819049,2,18,30,21,16,10,41,74
2019-01-29 16:30:01.134563,2,26,43,22,21,17,52,78
2019-01-29 16:45:00.809447,2,34,93,40,37,21,72,120
2019-01-29 17:00:01.468710,2,41,129,41,60,38,91,149
2019-01-29 17:15:00.831132,2,57,190,65,92,63,117,163
2019-01-29 17:30:01.427871,2,80,263,73,116,82,128,190
2019-01-29 17:45:00.821529,2,143,337,107,146,99,137,207
2019-01-29 18:00:01.496385,2,246,395,111,160,121,153,225
2019-01-29 18:15:00.796302,2,390,439,115,212,171,165,239
2019-01-29 18:30:01.330565,2,527,469,102,253,220,172,262
2019-01-29 18:45:00.817956,2,627,480,75,271,234,174,279
2019-01-29 19:00:01.555338,2,689,465,59,318,269,174,319
2019-01-29 19:15:00.855226,2,699,418,52,336,288,167,336
2019-01-29 19:30:01.498862,2,695,411,54,374,313,168,350
2019-01-29 19:45:00.798781,2,685,345,69,402,337,166,370
2019-01-29 20:00:01.426736,2,667,345,87,401,346,158,370
2019-01-29 20:15:00.867305,2,654,344,112,390,339,152,379
2019-01-29 20:30:01.448413,2,683,355,160,421,366,149,401
2019-01-29 20:45:00.888954,2,688,439,207,439,378,152,425
2019-01-29 21:00:00.782593,2,708,573,301,469,405,159,449
2019-01-29 21:15:00.801228,2,756,748,444,527,464,167,480
2019-01-29 21:30:01.132367,2,842,1003,630,588,550,185,519
2019-01-29 21:45:00.807218,2,1003,1268,847,679,661,201,566
2019-01-29 22:00:01.216522,2,1186,1537,1117,767,784,234,605
2019-01-29 22:15:00.813311,2,1405,1857,1399,904,936,261,661
2019-01-29 22:30:01.410040,2,1523,2039,1544,999,1035,275,696
2019-01-29 22:45:00.803708,2,1567,2165,1623,1046,1081,284,722
2019-01-29 23:00:00.806719,2,1601,2256,1671,1130,1162,287,745
2019-01-29 23:15:00.997233,2,1639,2366,1740,1186,1223,289,757
2019-01-29 23:30:01.406464,2,1672,2433,1775,1237,1272,294,773
2019-01-29 23:45:00.831382,2,1695,2465,1813,1293,1329,297,785
2019-01-30 00:00:01.225018,3,1719,2508,1857,1355,1382,298,792
2019-01-30 00:15:00.806155,3,1735,2537,1874,1388,1415,304,796
2019-01-30 00:30:01.402917,3,1747,2555,1889,1398,1430,305,802
2019-01-30 00:45:00.827804,3,771,2572,877,1403,1436,306,806
2019-01-30 01:00:01.393316,3,772,2582,879,1407,1441,309,807
2019-01-30 01:15:00.786985,3,772,2587,883,1415,1449,309,800
2019-01-30 01:30:01.439050,3,776,2591,885,1427,1456,309,804
2019-01-30 01:45:00.808634,3,775,2596,887,1443,1467,309,815
2019-01-30 02:00:00.874148,3,780,2598,889,1451,1476,309,812
2019-01-30 02:15:00.845910,3,789,2605,891,1470,1494,310,810
2019-01-30 02:30:01.348921,3,794,2612,891,1476,1496,310,811
2019-01-30 02:45:00.805058,3,793,2620,892,1476,1498,311,818
2019-01-30 03:00:13.792024,3,794,2621,892,1479,1499,311,816
2019-01-30 03:15:01.295457,3,793,2621,892,1478,1500,313,807
2019-01-30 03:30:01.392219,3,794,2627,892,1478,1499,313,812
2019-01-30 03:45:00.801512,3,793,2628,893,1484,1504,312,797
2019-01-30 04:00:00.788900,3,793,2629,895,1480,1502,311,811
2019-01-30 04:15:00.823162,3,794,2629,895,1480,1502,311,814
2019-01-30 04:30:01.435512,3,793,2627,895,1481,1503,311,808
2019-01-30 04:45:00.797936,3,793,2627,895,1482,1503,311,809
2019-01-30 05:00:01.222824,3,793,2625,895,1484,1502,311,815
2019-01-30 05:15:08.147491,3,793,2627,894,1485,1505,311,819
2019-01-30 05:30:04.385003,3,792,2622,894,1482,1502,312,820
2019-01-30 05:45:01.622454,3,794,2623,893,1482,1503,312,822
2019-01-30 06:00:00.906746,3,792,2616,891,1476,1501,312,823
2019-01-30 06:15:00.816008,3,789,2605,889,1473,1495,312,823
2019-01-30 06:30:01.459647,3,785,2577,878,1465,1482,311,816
2019-01-30 06:45:00.775189,3,775,2534,860,1446,1457,310,805
2019-01-30 07:00:01.231295,3,762,2487,838,1436,1441,312,791
2019-01-30 07:15:00.796842,3,755,2432,817,1413,1414,311,774
2019-01-30 07:30:01.424819,3,734,2388,799,1395,1385,310,755
2019-01-30 07:45:00.802862,3,712,2310,780,1231,1278,307,643
2019-01-30 08:00:01.227750,3,688,2213,757,1198,1235,310,617
2019-01-30 08:15:00.855761,3,651,2105,724,1173,1186,311,591
2019-01-30 08:30:01.186899,3,604,1979,689,1116,1133,309,572
2019-01-30 08:45:00.799286,3,541,1814,643,1069,1078,306,537
2019-01-30 09:00:01.458552,3,460,1608,562,986,994,306,507
2019-01-30 09:15:00.961560,3,350,1400,439,901,916,304,475
2019-01-30 09:30:01.214535,3,252,1200,315,814,813,302,432
2019-01-30 09:45:00.780116,3,550,1100,693,749,743,300,407
2019-01-30 10:00:01.392470,3,382,842,400,562,561,290,324
2019-01-30 10:15:00.833017,3,253,656,241,439,438,283,284
2019-01-30 10:30:01.335995,3,130,500,142,341,341,273,240
2019-01-30 10:45:00.870288,3,59,373,50,261,260,250,212
2019-01-30 11:00:00.857678,3,FULL,225,FULL,208,206,243,187
2019-01-30 11:15:00.829438,3,FULL,110,FULL,149,147,224,167
2019-01-30 11:30:01.441827,3,FULL,26,14,98,96,201,157
2019-01-30 11:45:00.882337,3,FULL,FULL,FULL,61,59,189,149
2019-01-30 12:00:01.041599,3,11,FULL,13,43,41,160,138
2019-01-30 12:15:00.810271,3,FULL,FULL,25,34,29,131,130
2019-01-30 12:30:01.110122,3,FULL,FULL,FULL,32,26,106,119
2019-01-30 12:45:00.988172,3,17,FULL,FULL,11,FULL,78,102
2019-01-30 13:00:01.444274,3,FULL,FULL,9,FULL,FULL,51,88
2019-01-30 13:15:00.884818,3,FULL,FULL,FULL,FULL,FULL,21,75
2019-01-30 13:30:01.012829,3,7,FULL,FULL,FULL,FULL,11,71
2019-01-30 13:45:00.812720,3,FULL,FULL,FULL,FULL,FULL,FULL,73
2019-01-30 14:00:00.800104,3,FULL,FULL,11,FULL,FULL,FULL,80
2019-01-30 14:15:00.834365,3,FULL,FULL,FULL,FULL,FULL,14,79
2019-01-30 14:30:01.431129,3,FULL,FULL,11,FULL,FULL,4,74
2019-01-30 14:45:00.840422,3,FULL,FULL,18,FULL,FULL,7,80
2019-01-30 15:00:01.515280,3,FULL,FULL,FULL,FULL,FULL,8,78
2019-01-30 15:15:00.846446,3,12,21,10,FULL,FULL,FULL,81
2019-01-30 15:30:01.411926,3,FULL,31,16,9,FULL,7,80
2019-01-30 15:45:00.821220,3,13,22,FULL,FULL,FULL,15,81
2019-01-30 16:00:01.183608,3,9,21,FULL,17,12,16,78
2019-01-30 16:15:00.827244,3,9,21,FULL,17,12,16,78
2019-01-30 16:30:01.408381,3,9,21,FULL,17,12,16,78
2019-01-30 16:45:00.817643,3,29,66,35,28,19,FULL,142
2019-01-30 17:00:01.430035,3,27,102,32,37,34,FULL,159
2019-01-30 17:15:00.808042,3,34,145,50,74,52,FULL,179
2019-01-30 17:30:01.404805,3,66,182,76,104,82,118,202
2019-01-30 17:45:00.845349,3,120,244,108,141,107,120,219
2019-01-30 18:00:01.410829,3,225,286,80,172,140,137,243
2019-01-30 18:15:00.804498,3,340,346,86,215,188,146,264
2019-01-30 18:30:01.198136,3,412,384,90,297,259,154,287
2019-01-30 18:45:00.810521,3,501,399,87,332,291,163,310
2019-01-30 19:00:01.407254,3,547,404,73,387,326,159,333
2019-01-30 19:15:01.082171,3,
2019-01-30 19:30:01.663277,3,511,353,83,455,381,151,349
2019-01-30 19:45:00.806947,3,499,349,132,459,405,145,361
2019-01-30 20:00:00.794335,3,475,361,134,469,412,142,371
2019-01-30 20:15:00.813002,3,470,415,182,510,436,147,375
2019-01-30 20:30:01.331607,3,460,478,236,536,456,156,386
2019-01-30 20:45:00.959651,3,482,593,318,558,484,159,409
2019-01-30 21:00:00.790787,3,546,734,406,606,537,160,431
2019-01-30 21:15:00.871925,3,658,954,541,639,573,158,467
2019-01-30 21:30:01.562416,3,765,1176,702,701,652,174,515
2019-01-30 21:45:00.768575,3,929,1423,919,785,741,195,560
2019-01-30 22:00:01.584055,3,1140,1696,1154,901,870,225,610
2019-01-30 22:15:00.805847,3,1350,2006,1425,1039,1027,253,666
2019-01-30 22:30:01.402611,3,1484,2182,1605,1117,1131,263,709
2019-01-30 22:45:00.796247,3,1540,2277,1670,1166,1195,272,723
2019-01-30 23:00:01.393012,3,1595,2367,1741,1211,1255,278,742
2019-01-30 23:15:00.849179,3,1630,2416,1769,1234,1277,280,752
2019-01-30 23:30:01.164658,3,1652,2443,1793,1250,1297,286,758
2019-01-30 23:45:00.823954,3,1684,2492,1826,1287,1334,290,772
2019-01-31 00:00:00.780089,4,1706,2538,1850,1318,1358,297,783
2019-01-31 00:15:00.814350,4,1725,2563,1871,1361,1391,301,802
2019-01-31 00:30:01.379863,4,1738,2572,1883,1377,1412,302,800
2019-01-31 00:45:00.820375,4,768,2582,882,1397,1426,308,802
2019-01-31 01:00:01.245263,4,771,2586,887,1413,1437,310,805
2019-01-31 01:15:00.810774,4,774,2593,894,1419,1445,310,806
2019-01-31 01:30:01.391912,4,781,2595,896,1431,1455,310,815
2019-01-31 01:45:00.957423,4,784,2599,899,1440,1462,310,812
2019-01-31 02:00:00.851091,4,786,2602,900,1442,1463,312,809
2019-01-31 02:15:00.979104,4,786,2602,900,1442,1463,312,809
2019-01-31 02:30:01.403960,4,792,2608,904,1491,1504,311,812
2019-01-31 02:45:00.797629,4,792,2609,904,1496,1507,313,810
2019-01-31 03:00:00.847519,4,792,2617,904,1496,1508,311,816
2019-01-31 03:15:00.803632,4,792,2620,904,1493,1508,312,819
2019-01-31 03:30:01.509790,4,792,2620,904,1491,1506,312,815
2019-01-31 03:45:00.794051,4,792,2620,904,1491,1509,311,814
2019-01-31 04:00:00.781439,4,791,2619,904,1492,1509,312,813
2019-01-31 04:15:00.784483,4,792,2618,904,1495,1511,312,820
2019-01-31 04:30:01.365588,4,792,2619,904,1495,1511,313,826
2019-01-31 04:45:00.821756,4,791,2620,904,1494,1511,313,822
2019-01-31 05:00:00.793519,4,792,2620,904,1493,1510,313,816
2019-01-31 05:15:00.812157,4,792,2621,904,1493,1509,313,825
2019-01-31 05:30:01.330761,4,792,2618,904,1492,1510,313,824
2019-01-31 05:45:00.802556,4,792,2613,904,1490,1510,312,824
2019-01-31 06:00:01.461785,4,790,2608,900,1487,1506,313,822
2019-01-31 06:15:00.855453,4,787,2596,896,1484,1503,313,818
2019-01-31 06:30:00.795965,4,782,2573,884,1478,1489,313,821
2019-01-31 06:45:00.798938,4,775,2526,871,1471,1474,313,805
2019-01-31 07:00:01.442615,4,762,2478,854,1454,1451,312,783
2019-01-31 07:15:00.851909,4,747,2425,835,1431,1422,312,769
2019-01-31 07:30:01.339266,4,729,2366,808,1415,1396,312,754
2019-01-31 07:45:00.857933,4,702,2287,790,1242,1274,311,639
2019-01-31 08:00:01.407788,4,677,2190,762,1208,1231,311,613
2019-01-31 08:15:00.770207,4,639,2087,711,1178,1188,310,593
2019-01-31 08:30:01.413813,4,594,1969,680,1119,1130,310,576
2019-01-31 08:45:00.838731,4,527,1811,622,1062,1056,309,549
2019-01-31 09:00:01.216708,4,435,1633,527,982,970,309,507
2019-01-31 09:15:00.813506,4,333,1423,405,891,885,309,468
2019-01-31 09:30:01.175893,4,226,1209,287,792,787,306,430
2019-01-31 09:45:00.803938,4,127,1024,182,669,667,300,379
2019-01-31 10:00:00.791323,4,66,835,62,570,570,290,330
2019-01-31 10:15:00.825586,4,263,642,249,459,457,275,292
2019-01-31 10:30:01.094227,4,159,491,98,357,357,257,251
